locus_tag	product	type	gene_symbol	locus	start_coord	end_coord	note	gene_len	5GB1C_CH4_500ppm-Rep1_tpm	5GB1C_CH4_500ppm-Rep2_tpm	5GB1C_CH4_1000ppm-Rep1_tpm	5GB1C_CH4_1000ppm-Rep2_tpm
EQU24_RS08935	DUF433 domain-containing protein	CDS		NZ_CP035467.1	1978517	1978745	Derived by automated computational analysis using gene prediction method: Protein Homology.	229	38.18327501331282	38.05364762861536	34.105309897191695	36.898209969758646
EQU24_RS08940	DUF5615 family PIN-like protein	CDS		NZ_CP035467.1	1978744	1979080	Derived by automated computational analysis using gene prediction method: Protein Homology.	337	35.15927413124132	37.19306219584755	30.9215499575082	33.41761454331988
EQU24_RS08945	formylmethanofuran--tetrahydromethanopterin N-formyltransferase	CDS	fhcD	NZ_CP035467.1	1979124	1980024	Derived by automated computational analysis using gene prediction method: Protein Homology.	901	110.32453319601862	108.54176917650295	127.32471422177689	143.66880468909457
EQU24_RS08950	formylmethanofuran dehydrogenase subunit C	CDS		NZ_CP035467.1	1980020	1980833	Derived by automated computational analysis using gene prediction method: Protein Homology.	814	125.0641299042492	131.89342608803557	142.9355095319344	161.2383450641402
EQU24_RS08955	PIN domain-containing protein	CDS		NZ_CP035467.1	1980868	1981543	Derived by automated computational analysis using gene prediction method: Protein Homology.	676	96.32527089703107	91.21045931833676	88.3271974692478	106.38142293180807
EQU24_RS08965	DUF2380 domain-containing protein	CDS		NZ_CP035467.1	1982102	1982618	Derived by automated computational analysis using gene prediction method: Protein Homology.	517	350.84996698130783	340.60031003964843	303.93837048843073	361.330645619564
EQU24_RS08970	ANTAR domain-containing protein	CDS		NZ_CP035467.1	1982690	1983269	Derived by automated computational analysis using gene prediction method: Protein Homology.	580	23.654813208403763	23.208652259896937	19.649701433598928	23.867926941517126
EQU24_RS08975	MFS transporter	CDS		NZ_CP035467.1	1983270	1984749	Derived by automated computational analysis using gene prediction method: Protein Homology.	1480	20.399888304095438	20.780572584147887	20.726978587538195	24.14184085483705
EQU24_RS08985	nitrite reductase large subunit NirB	CDS	nirB	NZ_CP035467.1	1985450	1988006	Derived by automated computational analysis using gene prediction method: Protein Homology.	2557	478.8705392763285	524.0789588264408	575.0682767245494	635.6349449838301
EQU24_RS08990	nitrite reductase small subunit NirD	CDS	nirD	NZ_CP035467.1	1988008	1988335	Derived by automated computational analysis using gene prediction method: Protein Homology.	328	332.33773441153454	375.3916551775647	367.22504768714776	387.6169514853482
EQU24_RS08995	PhzF family phenazine biosynthesis protein	CDS		NZ_CP035467.1	1988343	1989261	Derived by automated computational analysis using gene prediction method: Protein Homology.	919	433.4837217993839	480.2136081633466	486.3401741732578	536.7097492586205
EQU24_RS09000	cyanase	CDS	cynS	NZ_CP035467.1	1989572	1990052	Derived by automated computational analysis using gene prediction method: Protein Homology.	481	293.9846828457348	308.7433934895821	316.81163937423065	356.2901678974813
EQU24_RS09005	bifunctional protein-serine/threonine kinase/phosphatase	CDS		NZ_CP035467.1	1990053	1991793	Derived by automated computational analysis using gene prediction method: Protein Homology.	1741	98.00644373361628	101.4467376168408	100.45945246293252	115.31679130265132
EQU24_RS09010	formate/nitrite transporter family protein	CDS		NZ_CP035467.1	1991857	1992667	Derived by automated computational analysis using gene prediction method: Protein Homology.	811	112.68712483505443	116.35199713352492	158.7470027466119	171.98627682027671
EQU24_RS09015	TIGR00341 family protein	CDS		NZ_CP035467.1	1993101	1995045	Derived by automated computational analysis using gene prediction method: Protein Homology.	1945	73.24893455217743	76.8820173621135	66.86871670062753	83.49652419113927
EQU24_RS09020	TM2 domain-containing protein	CDS		NZ_CP035467.1	1995224	1995638	Derived by automated computational analysis using gene prediction method: Protein Homology.	415	105.94853246839632	111.19591635378076	99.67205355306768	119.13539712882924
EQU24_RS09025	universal stress protein	CDS		NZ_CP035467.1	1995684	1996128	Derived by automated computational analysis using gene prediction method: Protein Homology.	445	113.5284034234564	120.36394627581076	121.8923692420038	159.47235926230442
EQU24_RS09030	hypothetical protein	CDS		NZ_CP035467.1	1996153	1996648	Derived by automated computational analysis using gene prediction method: Protein Homology.	496	48.74875703625076	49.303691672402735	48.96726371851593	55.62206258445878
EQU24_RS09035	ATP-binding cassette domain-containing protein	CDS		NZ_CP035467.1	1996651	1998535	Derived by automated computational analysis using gene prediction method: Protein Homology.	1885	63.668850058480025	63.63819814096106	61.63830710120652	74.11737665479436
EQU24_RS09040	YcxB family protein	CDS		NZ_CP035467.1	1998543	1999068	Derived by automated computational analysis using gene prediction method: Protein Homology.	526	48.10670440342661	51.81257095388752	44.92366050717634	56.894045712599286
EQU24_RS09045	NAD(P)/FAD-dependent oxidoreductase	CDS		NZ_CP035467.1	1999122	2000430	Derived by automated computational analysis using gene prediction method: Protein Homology.	1309	75.30016627060525	76.19526946491965	78.39429518262448	92.96443424612598
EQU24_RS09050	IS66 family transposase	CDS		NZ_CP035467.1	2000632	2002213	Derived by automated computational analysis using gene prediction method: Protein Homology.	1582	0.8747790174057233	0.9029696277748192	0.8237047221810132	1.115772299354591
EQU24_RS09055	diguanylate cyclase	CDS		NZ_CP035467.1	2002761	2003691	Derived by automated computational analysis using gene prediction method: Protein Homology.	931	19.463248079079506	17.493735620832155	18.961771064595247	21.26329362560614
EQU24_RS09060	hypothetical protein	CDS		NZ_CP035467.1	2003763	2004693	Derived by automated computational analysis using gene prediction method: Protein Homology.	931	25.403547192459893	25.103053672016227	25.353789105605717	29.476754812152954
EQU24_RS09065	HAD family phosphatase	CDS		NZ_CP035467.1	2005003	2005702	Derived by automated computational analysis using gene prediction method: Protein Homology.	700	72.20124587683316	74.79622948824954	67.2106563448822	80.81365294827518
EQU24_RS09070	cytochrome c oxidase subunit II	CDS		NZ_CP035467.1	2005958	2006492	Derived by automated computational analysis using gene prediction method: Protein Homology.	535	43.35436532446322	44.085774521156274	50.69752237470498	53.60017452213875
EQU24_RS09075	b(o/a)3-type cytochrome-c oxidase subunit 1	CDS		NZ_CP035467.1	2006484	2008104	Derived by automated computational analysis using gene prediction method: Protein Homology.	1621	69.44330615592558	72.55490764579851	82.14049558504763	87.14765596688906
EQU24_RS09080	cytochrome c4	CDS		NZ_CP035467.1	2008106	2008754	Derived by automated computational analysis using gene prediction method: Protein Homology.	649	74.32106538966119	80.3565028376122	71.81858664472367	79.09352519925494
EQU24_RS09085	hypothetical protein	CDS		NZ_CP035467.1	2009022	2010072	Derived by automated computational analysis using gene prediction method: Protein Homology.	1051	107.24331818379746	105.38969251986332	115.74386375433764	133.0477861610943
EQU24_RS09090	ATP-grasp domain-containing protein	CDS		NZ_CP035467.1	2010061	2011072	Derived by automated computational analysis using gene prediction method: Protein Homology.	1012	40.35889622515778	38.063425030369885	35.74379632784074	42.6580912920409
EQU24_RS09100	HisA/HisF-related TIM barrel protein	CDS		NZ_CP035467.1	2011302	2012010	Derived by automated computational analysis using gene prediction method: Protein Homology.	709	22.669873998651283	20.198595079585647	20.570582005232342	23.343322171134595
EQU24_RS09105	penicillin acylase family protein	CDS		NZ_CP035467.1	2012295	2014698	Derived by automated computational analysis using gene prediction method: Protein Homology.	2404	11.133849474015143	10.826300591000772	10.465021461782456	12.35974358903388
EQU24_RS09110	formaldehyde-activating enzyme	CDS	fae	NZ_CP035467.1	2015178	2015688	Derived by automated computational analysis using gene prediction method: Protein Homology.	511	1676.165013267702	1678.5589234527845	2140.870871797416	2331.4595100749148
EQU24_RS09115	triphosphoribosyl-dephospho-CoA synthase	CDS		NZ_CP035467.1	2015770	2016631	Derived by automated computational analysis using gene prediction method: Protein Homology.	862	583.8376811887468	604.3964867351336	663.6244821720404	733.9044708516817
EQU24_RS09120	RimK family alpha-L-glutamate ligase	CDS		NZ_CP035467.1	2016627	2017548	Derived by automated computational analysis using gene prediction method: Protein Homology.	922	29.243745926042205	26.41175262411017	37.7643009483436	39.62351646806776
EQU24_RS09125	methenyltetrahydromethanopterin cyclohydrolase	CDS	mch	NZ_CP035467.1	2017560	2018544	Derived by automated computational analysis using gene prediction method: Protein Homology.	985	45.58538836539518	43.23477719185639	54.93884818823605	61.899064449099306
EQU24_RS09130	ATP-grasp domain-containing protein	CDS		NZ_CP035467.1	2018558	2019653	Derived by automated computational analysis using gene prediction method: Protein Homology.	1096	21.777732331025348	19.722214751137336	16.258165476825837	21.00502670441644
EQU24_RS09135	GHMP kinase	CDS		NZ_CP035467.1	2019726	2020638	Derived by automated computational analysis using gene prediction method: Protein Homology.	913	79.36517333641508	76.82332662208408	67.76992978418151	81.08210123362132
EQU24_RS09140	cation-transporting P-type ATPase	CDS		NZ_CP035467.1	2020979	2023733	Derived by automated computational analysis using gene prediction method: Protein Homology.	2755	88.8171377134419	93.96915673559278	100.5753492019135	115.500917962451
EQU24_RS09145	SulP family inorganic anion transporter	CDS		NZ_CP035467.1	2024193	2026509	Derived by automated computational analysis using gene prediction method: Protein Homology.	2317	23.38120784279806	23.36432736003156	24.68369483872517	27.161085317427013
EQU24_RS09150	carbonic anhydrase	CDS		NZ_CP035467.1	2026552	2027197	Derived by automated computational analysis using gene prediction method: Protein Homology.	646	16.127131034699662	17.163547691712957	15.092741599602483	17.747703616310655
EQU24_RS09160	response regulator	CDS		NZ_CP035467.1	2028511	2029192	Derived by automated computational analysis using gene prediction method: Protein Homology.	682	34.59485016529489	36.29715604069082	33.75164070356987	38.48021138327108
EQU24_RS09165	sensor histidine kinase	CDS		NZ_CP035467.1	2029178	2030564	Derived by automated computational analysis using gene prediction method: Protein Homology.	1387	59.1297363068888	61.381893776444485	52.9308508180929	61.221071177054775
EQU24_RS09170	DUF3300 domain-containing protein	CDS		NZ_CP035467.1	2031222	2033151	Derived by automated computational analysis using gene prediction method: Protein Homology.	1930	133.20689296730882	124.61276245693848	88.2068937448431	85.47959847784755
EQU24_RS09190	efflux RND transporter permease subunit	CDS		NZ_CP035467.1	2034239	2037290	Derived by automated computational analysis using gene prediction method: Protein Homology.	3052	25.061503581482278	18.823362875438104	23.278698402785693	22.95563628302978
EQU24_RS09195	efflux RND transporter periplasmic adaptor subunit	CDS		NZ_CP035467.1	2037301	2038369	Derived by automated computational analysis using gene prediction method: Protein Homology.	1069	32.89286550542611	24.58529043121564	27.866043972726708	27.24033893281286
EQU24_RS09205	TolC family protein	CDS		NZ_CP035467.1	2038669	2039947	Derived by automated computational analysis using gene prediction method: Protein Homology.	1279	66.14895860108919	47.98410891240577	59.88941459474165	57.33387719520422
EQU24_RS09210	TetR/AcrR family transcriptional regulator	CDS		NZ_CP035467.1	2039933	2040548	Derived by automated computational analysis using gene prediction method: Protein Homology.	616	32.76489724181999	20.78367688346591	15.441902421680822	19.090540855424702
EQU24_RS09215	response regulator transcription factor	CDS		NZ_CP035467.1	2040827	2041475	Derived by automated computational analysis using gene prediction method: Protein Homology.	649	125.25806894169848	122.33563414999692	86.23985825492453	111.36050950765669
EQU24_RS09225	ATP-binding protein	CDS		NZ_CP035467.1	2042316	2043660	Derived by automated computational analysis using gene prediction method: Protein Homology.	1345	16.65158417866262	16.896731426120898	13.08418490259023	16.51181228839322
EQU24_RS09230	hypothetical protein	CDS		NZ_CP035467.1	2043764	2044100	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	337	97.58774906505955	101.5733359860874	81.76892151696264	94.79382897983248
EQU24_RS09235	signal recognition particle sRNA small type	ncRNA	ffs		2044551	2044648		98	1577.104876277369	1465.6931828020945	886.0444893844764	1244.8160925865825
EQU24_RS09240	DNA polymerase III subunit gamma/tau	CDS	dnaX	NZ_CP035467.1	2044689	2046318	Derived by automated computational analysis using gene prediction method: Protein Homology.	1630	71.07589868003359	69.40702778543954	51.67248970472268	67.83497216662984
EQU24_RS09245	YbaB/EbfC family nucleoid-associated protein	CDS		NZ_CP035467.1	2046314	2046638	Derived by automated computational analysis using gene prediction method: Protein Homology.	325	260.8159865414389	266.97445190532017	281.0858124248919	303.3673815403833
EQU24_RS09250	recombination mediator RecR	CDS	recR	NZ_CP035467.1	2046639	2047236	Derived by automated computational analysis using gene prediction method: Protein Homology.	598	116.3694640357019	124.80879499924748	112.617511200201	128.47799401767296
EQU24_RS09255	histidine triad nucleotide-binding protein	CDS		NZ_CP035467.1	2047246	2047585	Derived by automated computational analysis using gene prediction method: Protein Homology.	340	168.60474207123318	178.4239511717719	163.8801027680302	186.22082205823452
EQU24_RS09260	cysteine synthase A	CDS	cysK	NZ_CP035467.1	2047715	2048666	Derived by automated computational analysis using gene prediction method: Protein Homology.	952	195.05948379572692	205.3035403948992	212.92696045745552	239.13209999887272
EQU24_RS09265	TatD family hydrolase	CDS		NZ_CP035467.1	2048690	2049353	Derived by automated computational analysis using gene prediction method: Protein Homology.	664	50.504465185556704	49.91946705790182	48.04612330072195	60.922901464667184
EQU24_RS09270	tRNA threonylcarbamoyladenosine dehydratase	CDS		NZ_CP035467.1	2049345	2050092	Derived by automated computational analysis using gene prediction method: Protein Homology.	748	37.23828225755413	37.12351346544883	40.58500159272534	48.31533869316206
EQU24_RS09280	putative transporter	CDS		NZ_CP035467.1	2050316	2051978	Derived by automated computational analysis using gene prediction method: Protein Homology.	1663	11.962068813066518	11.934285998698265	12.09578667580827	14.271191094812394
EQU24_RS09285	hypothetical protein	CDS		NZ_CP035467.1	2052412	2053009	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	598	36.60272952649852	33.95230554548437	35.02173202204662	40.2651630940425
EQU24_RS09290	sodium:proton antiporter	CDS		NZ_CP035467.1	2053362	2055450	Derived by automated computational analysis using gene prediction method: Protein Homology.	2089	27.73442973642888	31.99587092069388	28.45059102606029	32.91021691230853
EQU24_RS09295	glycine zipper family protein	CDS		NZ_CP035467.1	2055671	2056175	Derived by automated computational analysis using gene prediction method: Protein Homology.	505	79.27649892356538	81.87294194651255	64.46791806147698	77.48137769810323
EQU24_RS09300	group II intron reverse transcriptase/maturase	CDS	ltrA	NZ_CP035467.1	2056366	2057545	Derived by automated computational analysis using gene prediction method: Protein Homology.	1180	31.23505295424827	31.388094558942107	28.561312073354724	31.35916541643749
EQU24_RS09310	sodium:proton antiporter NhaD	CDS	nhaD	NZ_CP035467.1	2059280	2060687	Derived by automated computational analysis using gene prediction method: Protein Homology.	1408	40.3092798790688	39.86036981163318	46.23268375647813	50.77679616677839
EQU24_RS09320	DUF5020 family protein	CDS		NZ_CP035467.1	2061299	2062040	Derived by automated computational analysis using gene prediction method: Protein Homology.	742	26.10434303223138	23.814535463744978	24.129167018131955	29.606252039210307
EQU24_RS09325	fused MFS/spermidine synthase	CDS		NZ_CP035467.1	2062041	2064279	Derived by automated computational analysis using gene prediction method: Protein Homology.	2239	30.94378462963797	30.582341493806894	32.43851445279434	38.75099494480559
EQU24_RS09330	EAL domain-containing protein	CDS		NZ_CP035467.1	2064674	2067461	Derived by automated computational analysis using gene prediction method: Protein Homology.	2788	30.401726140022014	29.61006162692501	27.72253790180231	33.14487007208452
EQU24_RS09335	response regulator	CDS		NZ_CP035467.1	2067738	2068794	Derived by automated computational analysis using gene prediction method: Protein Homology.	1057	12.55822229749706	10.167757813221408	11.240032593328566	12.529536748077742
EQU24_RS09340	transporter substrate-binding domain-containing protein	CDS		NZ_CP035467.1	2068790	2073218	Derived by automated computational analysis using gene prediction method: Protein Homology.	4429	16.688120248431797	16.20853908495769	16.23098304749257	18.652016435345587
EQU24_RS09345	methyl-accepting chemotaxis protein	CDS		NZ_CP035467.1	2073553	2075086	Derived by automated computational analysis using gene prediction method: Protein Homology.	1534	35.98131593628396	36.5396035819572	37.15018173773111	42.14248132287998
EQU24_RS09350	efflux RND transporter permease subunit	CDS		NZ_CP035467.1	2075299	2078386	Derived by automated computational analysis using gene prediction method: Protein Homology.	3088	24.24564989759249	23.44305581533677	26.54129751850013	28.61044853455804
EQU24_RS09355	efflux RND transporter periplasmic adaptor subunit	CDS		NZ_CP035467.1	2078431	2079517	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	1087	17.45199647265169	17.005878946411265	15.838281648708644	18.57326145953317
EQU24_RS09360	glycine cleavage system protein GcvH	CDS	gcvH	NZ_CP035467.1	2079641	2080025	Derived by automated computational analysis using gene prediction method: Protein Homology.	385	33.926056928355976	31.555713401800915	38.278829242713655	39.80248518079443
EQU24_RS09365	diacylglycerol kinase	CDS		NZ_CP035467.1	2080533	2080896	Derived by automated computational analysis using gene prediction method: Protein Homology.	364	34.858091459354775	37.054633546048514	39.77589817484544	47.27387040098056
EQU24_RS09370	carbohydrate kinase family protein	CDS		NZ_CP035467.1	2080904	2081837	Derived by automated computational analysis using gene prediction method: Protein Homology.	934	85.19452006907761	85.65828839810912	105.58399139319728	116.81732922840884
EQU24_RS09375	nucleoside triphosphate pyrophosphohydrolase	CDS	mazG	NZ_CP035467.1	2081869	2082637	Derived by automated computational analysis using gene prediction method: Protein Homology.	769	35.92480706743085	36.75611394350107	35.01128341100534	41.563667623480754
EQU24_RS09380	molybdenum ABC transporter ATP-binding protein	CDS	modC	NZ_CP035467.1	2082885	2083962	Derived by automated computational analysis using gene prediction method: Protein Homology.	1078	14.59743605930963	14.946218843094057	12.304696900045275	19.73404223257385
EQU24_RS09385	molybdate ABC transporter permease subunit	CDS	modB	NZ_CP035467.1	2083965	2084643	Derived by automated computational analysis using gene prediction method: Protein Homology.	679	10.595300220547765	10.60486657694443	9.389442739977476	16.26143686275075
EQU24_RS09390	molybdate ABC transporter substrate-binding protein	CDS	modA	NZ_CP035467.1	2084647	2085409	Derived by automated computational analysis using gene prediction method: Protein Homology.	763	14.041370984054716	15.3298382822182	11.688026130780916	24.06240011949096
EQU24_RS09395	alginate export family protein	CDS		NZ_CP035467.1	2085544	2087113	Derived by automated computational analysis using gene prediction method: Protein Homology.	1570	11.320390492574832	11.882519945786507	10.038410614599302	20.36904486542029
EQU24_RS09400	winged helix-turn-helix domain-containing protein	CDS		NZ_CP035467.1	2087236	2087614	Derived by automated computational analysis using gene prediction method: Protein Homology.	379	22.19590641827687	18.219401333798032	15.959354210452393	19.273202196204
EQU24_RS09405	gamma-glutamylcyclotransferase	CDS		NZ_CP035467.1	2088440	2088902	Derived by automated computational analysis using gene prediction method: Protein Homology.	463	39.81955931832807	38.36808717964104	37.05569623487978	43.65626621439952
EQU24_RS09410	HAD-IB family hydrolase	CDS		NZ_CP035467.1	2089144	2089831	Derived by automated computational analysis using gene prediction method: Protein Homology.	688	87.07386599154802	85.59714476306334	78.59348718457284	95.26800620743492
EQU24_RS09415	RNA pyrophosphohydrolase	CDS		NZ_CP035467.1	2090090	2090627	Derived by automated computational analysis using gene prediction method: Protein Homology.	538	190.02305388795503	189.1768038684117	165.07501249209804	186.57340300084888
EQU24_RS09420	3',5'-cyclic-AMP phosphodiesterase	CDS	cpdA	NZ_CP035467.1	2090771	2091572	Derived by automated computational analysis using gene prediction method: Protein Homology.	802	126.12756645109012	126.12801936497364	107.4705998691273	132.08581384724715
EQU24_RS09425	amino-acid N-acetyltransferase	CDS	argA	NZ_CP035467.1	2091582	2092920	Derived by automated computational analysis using gene prediction method: Protein Homology.	1339	69.78088240314295	67.47842787310752	60.70230486804038	76.97785256606372
EQU24_RS09430	dihydroxy-acid dehydratase	CDS	ilvD	NZ_CP035467.1	2092950	2094648	Derived by automated computational analysis using gene prediction method: Protein Homology.	1699	154.92699648114848	155.07653211313735	166.2974893131628	196.0716968324504
EQU24_RS09435	TIGR04211 family SH3 domain-containing protein	CDS		NZ_CP035467.1	2094905	2095562	Derived by automated computational analysis using gene prediction method: Protein Homology.	658	102.64680273065424	98.24487819388872	91.53689173716744	110.60453457570404
EQU24_RS09440	ornithine carbamoyltransferase	CDS	argF	NZ_CP035467.1	2095615	2096518	Derived by automated computational analysis using gene prediction method: Protein Homology.	904	54.14210470930311	52.9588856064139	53.20810536016832	63.69378675274422
EQU24_RS09445	acetylornithine transaminase	CDS		NZ_CP035467.1	2096507	2097701	Derived by automated computational analysis using gene prediction method: Protein Homology.	1195	41.61698836010381	38.5824291521229	35.66908519881761	42.48759552967554
EQU24_RS09450	Grx4 family monothiol glutaredoxin	CDS	grxD	NZ_CP035467.1	2097874	2098198	Derived by automated computational analysis using gene prediction method: Protein Homology.	325	310.4944626375978	278.9067328379176	259.8104296333229	247.40792639764675
EQU24_RS09455	ribonuclease T	CDS	rnt	NZ_CP035467.1	2098271	2098934	Derived by automated computational analysis using gene prediction method: Protein Homology.	664	105.59882612522584	104.54628186052338	79.75937738466043	95.35913781182283
EQU24_RS09460	VacJ family lipoprotein	CDS		NZ_CP035467.1	2099072	2099843	Derived by automated computational analysis using gene prediction method: Protein Homology.	772	47.037735737634605	48.57988183927885	41.61605073644984	50.06087915537885
EQU24_RS09465	NAD(P)H-dependent oxidoreductase	CDS		NZ_CP035467.1	2099890	2100469	Derived by automated computational analysis using gene prediction method: Protein Homology.	580	182.7595711843844	164.1205326309478	197.287393388067	198.099120501143
EQU24_RS09475	transglycosylase domain-containing protein	CDS		NZ_CP035467.1	2100857	2103932	Derived by automated computational analysis using gene prediction method: Protein Homology.	3076	61.60969609786463	64.17761910192098	64.46563641462778	73.21664303591423
EQU24_RS09480	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	CDS	carA	NZ_CP035467.1	2104303	2105437	Derived by automated computational analysis using gene prediction method: Protein Homology.	1135	77.13528271347857	75.49558309988367	71.68747029353203	87.112084224825
EQU24_RS09485	carbamoyl-phosphate synthase large subunit	CDS	carB	NZ_CP035467.1	2105466	2108694	Derived by automated computational analysis using gene prediction method: Protein Homology.	3229	154.56662972367516	165.27735065834958	171.42303828109698	196.4614015532597
EQU24_RS09490	transcription elongation factor GreA	CDS	greA	NZ_CP035467.1	2108870	2109347	Derived by automated computational analysis using gene prediction method: Protein Homology.	478	152.95707082012098	153.9493634073513	136.09450302655816	168.4718500842216
EQU24_RS09495	YhbY family RNA-binding protein	CDS		NZ_CP035467.1	2109394	2109661	Derived by automated computational analysis using gene prediction method: Protein Homology.	268	182.9960539602584	175.44598894595424	150.16164316591875	171.97929342384202
EQU24_RS09500	23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE	CDS	rlmE	NZ_CP035467.1	2109712	2110330	Derived by automated computational analysis using gene prediction method: Protein Homology.	619	58.35437080575392	58.81509940072359	46.67033896511349	52.932824104776
EQU24_RS09505	ATP-dependent zinc metalloprotease FtsH	CDS	ftsH	NZ_CP035467.1	2110466	2112386	Derived by automated computational analysis using gene prediction method: Protein Homology.	1921	149.28328456715886	147.85723874368747	135.85903806712108	145.49383557565747
EQU24_RS09510	phosphoglucosamine mutase	CDS	glmM	NZ_CP035467.1	2112751	2114095	Derived by automated computational analysis using gene prediction method: Protein Homology.	1345	78.89945255124704	79.98563069578886	79.62228294557441	91.06056662477724
EQU24_RS09515	triose-phosphate isomerase	CDS	tpiA	NZ_CP035467.1	2114154	2114904	Derived by automated computational analysis using gene prediction method: Protein Homology.	751	374.2563837030914	371.43963897812034	406.5969522599887	446.0440118301312
EQU24_RS09520	preprotein translocase subunit SecG	CDS	secG	NZ_CP035467.1	2114928	2115339	Derived by automated computational analysis using gene prediction method: Protein Homology.	412	341.97451659649766	329.386663490965	386.37449753328553	449.716845928472
EQU24_RS09525	tRNA-Leu	tRNA			2115349	2115434		86	32.726152783118586	27.59728490574014	24.97420803227497	27.498012336520038
EQU24_RS09540	hypothetical protein	CDS		NZ_CP035467.1	2116553	2116967	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	415	130.60282966191446	132.20498468379645	132.9642582031688	151.73374159092853
EQU24_RS09545	winged helix-turn-helix domain-containing protein	CDS		NZ_CP035467.1	2117008	2117533	Derived by automated computational analysis using gene prediction method: Protein Homology.	526	140.29972496845312	159.8731958499924	126.62064972482558	161.17510538507548
EQU24_RS09550	PhnD/SsuA/transferrin family substrate-binding protein	CDS		NZ_CP035467.1	2118354	2122638	Derived by automated computational analysis using gene prediction method: Protein Homology.	4285	21.09909996439273	21.114240903661013	19.66793319897541	22.835247935935985
EQU24_RS09555	alpha-amylase family glycosyl hydrolase	CDS		NZ_CP035467.1	2123151	2125335	Derived by automated computational analysis using gene prediction method: Protein Homology.	2185	64.204609871928	66.82644231876543	75.92542344866217	83.91869126380888
EQU24_RS09560	hypothetical protein	CDS		NZ_CP035467.1	2125869	2126157	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	289	81.0292761065665	80.41896027177681	53.47644093927631	69.79998328809482
EQU24_RS09565	hypothetical protein	CDS		NZ_CP035467.1	2126249	2126480	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	232	34.04791776502392	29.068721143882883	22.851468426969326	29.557442565853314
EQU24_RS09570	hypothetical protein	CDS		NZ_CP035467.1	2126800	2127205	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	406	16.506920761220822	13.125318975989616	10.538387361036294	13.343407866403004
EQU24_RS09575	WD40 repeat domain-containing protein	CDS		NZ_CP035467.1	2127411	2128419	Derived by automated computational analysis using gene prediction method: GeneMarkS-2+.	1009	29.49103101369079	27.86243599844484	32.03032650094952	36.95580555049482
EQU24_RS09580	siroheme synthase CysG	CDS	cysG	NZ_CP035467.1	2128369	2129773	Derived by automated computational analysis using gene prediction method: Protein Homology.	1405	20.079624421426036	19.811785638583142	18.969409776180903	22.862417610844396
EQU24_RS09585	sulfurtransferase TusA family protein	CDS		NZ_CP035467.1	2129853	2130084	Derived by automated computational analysis using gene prediction method: Protein Homology.	232	35.92457464971028	41.96241684382562	35.82319870296713	44.42378472595147
EQU24_RS09595	EAL domain-containing protein	CDS		NZ_CP035467.1	2130526	2133856	Derived by automated computational analysis using gene prediction method: Protein Homology.	3331	62.51831393618179	66.81852876841346	56.72586936335794	71.39124254632799
EQU24_RS09600	PAS domain S-box protein	CDS		NZ_CP035467.1	2133831	2137020	Derived by automated computational analysis using gene prediction method: Protein Homology.	3190	3.8686753614183713	3.289050519865633	2.846162950158666	3.3327795462324006
EQU24_RS09610	DUF2442 domain-containing protein	CDS		NZ_CP035467.1	2138150	2138417	Derived by automated computational analysis using gene prediction method: Protein Homology.	268	144.838030871737	141.91074134457045	146.7881140029253	151.5753990114574
EQU24_RS09620	uracil-DNA glycosylase family protein	CDS		NZ_CP035467.1	2138976	2139573	Derived by automated computational analysis using gene prediction method: Protein Homology.	598	79.35069590696045	75.0859655281367	71.07267992232526	86.56981737399317
EQU24_RS09625	exodeoxyribonuclease III	CDS		NZ_CP035467.1	2139605	2140370	Derived by automated computational analysis using gene prediction method: Protein Homology.	766	62.38723334917797	56.91098796968989	56.34937937258784	64.2836780426591
EQU24_RS09630	YcgN family cysteine cluster protein	CDS		NZ_CP035467.1	2140636	2141065	Derived by automated computational analysis using gene prediction method: Protein Homology.	430	84.2080675296009	80.42786087812493	72.27713486652858	79.68120308287308
EQU24_RS09635	M14 family metallopeptidase	CDS		NZ_CP035467.1	2141061	2142069	Derived by automated computational analysis using gene prediction method: Protein Homology.	1009	55.68416237387357	56.647998261253576	43.29604942839144	58.25424954529663
EQU24_RS09640	hypothetical protein	CDS		NZ_CP035467.1	2142106	2143540	Derived by automated computational analysis using gene prediction method: Protein Homology.	1435	63.93873071238224	59.96530234749643	60.86234893418313	73.84911414111485
EQU24_RS09645	PHP domain-containing protein	CDS		NZ_CP035467.1	2143629	2144472	Derived by automated computational analysis using gene prediction method: Protein Homology.	844	62.76889985702987	59.67903606657381	54.34029403047522	63.63753429414658
EQU24_RS09650	ATP-binding cassette domain-containing protein	CDS		NZ_CP035467.1	2144621	2146274	Derived by automated computational analysis using gene prediction method: Protein Homology.	1654	71.65529184268496	74.32371747163484	64.79345457688338	84.30484547414562
